Event;Timestamp;Framecount;SessionID;Email;EventType;MotorSpaceWidth;MotorSpaceHeight;MotorSpaceMultiplier;MotorSpaceCenterPositionX;MotorSpaceCenterPositionY;MotorSpaceCenterPositionZ;MotorSpaceGainX;MotorSpaceGainY;MotorSpaceName;TimeSinceLastEvent;PupilTime;UnityToPupilTimeOffset;GameId;RightControllerMain;MirrorEffect;EyePatch;ControllerOffset;PrismOffset;DualTask;HideWall;HideWallAmount;GeometricMirror;ControllerSmoothed;ControllerAimAssistState;GameState;GameDuration;GameSpeed;GameTimeSpent;GameTimeLeft;ParticipantId;TestId;WallRowCount;WallColumnCount;WallSizeX;WallSizeY;WallSizeZ;WallBoundsXMin;WallBoundsYMin;WallBoundsZMin;WallBoundsXMax;WallBoundsYMax;WallBoundsZMax;WallCenterX;WallCenterY;WallCenterZ;WallCurveRatioX;WallCurveRatioY;PlayedPattern;MolePositionWorldX;MolePositionWorldY;MolePositionWorldZ;MolePositionLocalX;MolePositionLocalY;MolePositionLocalZ;MoleSize;MoleLifeTime;MoleId;MoleSpawnOrder;MoleIndexX;MoleIndexY;MoleNormalizedIndexX;MoleNormalizedIndexY;RightControllerPosWorldX;RightControllerPosWorldY;RightControllerPosWorldZ;RightControllerRotEulerX;RightControllerRotEulerY;RightControllerRotEulerZ;RightControllerPosTravelX;RightControllerPosTravelY;RightControllerPosTravelZ;RightControllerRotTravelX;RightControllerRotTravelY;RightControllerRotTravelZ;HeadCameraPosWorldX;HeadCameraPosWorldY;HeadCameraPosWorldZ;HeadCameraRotEulerX;HeadCameraRotEulerY;HeadCameraRotEulerZ;HeadCameraRotTravelX;HeadCameraRotTravelY;HeadCameraRotTravelZ;LeftControllerPosWorldX;LeftControllerPosWorldY;LeftControllerPosWorldZ;LeftControllerRotEulerX;LeftControllerRotEulerY;LeftControllerRotEulerZ;LeftControllerPosTravelX;LeftControllerPosTravelY;LeftControllerPosTravelZ;LeftControllerRotTravelX;LeftControllerRotTravelY;LeftControllerRotTravelZ;RightControllerLaserPosWorldX;RightControllerLaserPosWorldY;RightControllerLaserPosWorldZ;RightControllerLaserRotEulerX;RightControllerLaserRotEulerY;RightControllerLaserRotEulerZ;RightControllerLaserPosTravelX;RightControllerLaserPosTravelY;RightControllerLaserPosTravelZ;CurrentMoleToHitId;CurrentMoleToHitIndexX;CurrentMoleToHitIndexY;CurrentMoleToHitPositionWorldX;CurrentMoleToHitPositionWorldY;CurrentMoleToHitPositionWorldZ;CurrentMoleToHitPositionLocalX;CurrentMoleToHitPositionLocalY;CurrentMoleToHitPositionLocalZ;MoleActivatedDuration;LastShotControllerRawPointingDirectionX;LastShotControllerRawPointingDirectionY;LastShotControllerRawPointingDirectionZ;MoleSurfaceHitLocationX;MoleSurfaceHitLocationY;HitPositionWorldX;HitPositionWorldY;HitPositionWorldZ;ClosestActiveMoleDistanceX;ClosestActiveMoleDistanceY
Mole Spawned;2021-11-10 14:30:09.6785;25283;7cb2a686b50aa833b979407dcb560f1a;steffen@98243646.dk;MoleEvent;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0.0000;182296.399276;181962.395585396;0020211110142741;False;False;None;0;0;False;None;-1;False;True;None;Playing;630;Normal;147.7068;482.2932;0;0;10;10;4;2.5;3;-3.281686;-0.441346;4.36512;3.281686;4.141346;6.685258;0;1.85;5.525189;0.6;0.4;MED7 R (R);0.3484;0.3829;6.1824;0.3484;-1.4671;5.6324;0.3865;5.0000;0602;0079;6;2;0.5556;0.1111;-0.1734;1.4897;0.1783;309.0291;298.9044;26.3734;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;-0.0152;1.5846;0.0067;358.8562;349.3464;357.2629;0.0000;0.0000;0.0000;-0.4400;0.4131;-0.4902;0.0000;174.0035;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;-2.5971;2.5552;5.1428;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0107;1;7;-2.6967;2.4997;5.2478;-2.6967;0.6497;4.6978;NULL;-0.5512698;0.7768263;0.3043722;NULL;NULL;NULL;NULL;NULL;NULL;NULL
Fake Mole Spawned;2021-11-10 14:30:09.6825;25283;7cb2a686b50aa833b979407dcb560f1a;steffen@98243646.dk;MoleEvent;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0.0000;182296.403213;181962.395585396;0020211110142741;False;False;None;0;0;False;None;-1;False;True;None;Playing;630;Normal;147.7068;482.2932;0;0;10;10;4;2.5;3;-3.281686;-0.441346;4.36512;3.281686;4.141346;6.685258;0;1.85;5.525189;0.6;0.4;MED7 R (R);0.3484;1.6320;6.5263;0.3484;-0.2180;5.9763;0.4005;5.0000;0605;0079;6;5;0.5556;0.4444;-0.1734;1.4897;0.1783;309.0291;298.9044;26.3734;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;-0.0152;1.5846;0.0067;358.8562;349.3464;357.2629;0.0000;0.0000;0.0000;-0.4400;0.4131;-0.4902;0.0000;174.0035;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;-2.5971;2.5552;5.1428;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0602;6;2;0.3484;0.3829;6.1824;0.3484;-1.4671;5.6324;NULL;-0.5512698;0.7768263;0.3043722;NULL;NULL;NULL;NULL;NULL;NULL;NULL
Pointer Shoot;2021-11-10 14:30:10.8581;25352;7cb2a686b50aa833b979407dcb560f1a;steffen@98243646.dk;PointerEvent;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1.1949;182297.579837;181962.395585396;0020211110142741;False;False;None;0;0;False;None;-1;False;True;None;Playing;630;Normal;148.9075;481.0925;0;0;10;10;4;2.5;3;-3.281686;-0.441346;4.36512;3.281686;4.141346;6.685258;0;1.85;5.525189;0.6;0.4;MED7 R (R);NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0.4037266;0.3538939;0.8436611;NULL;NULL;NULL;NULL;NULL;NULL;NULL
Mole Hit;2021-11-10 14:30:10.8610;25352;7cb2a686b50aa833b979407dcb560f1a;steffen@98243646.dk;MoleEvent;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0.0000;182297.581848;181962.395585396;0020211110142741;False;False;None;0;0;False;None;-1;False;True;None;Playing;630;Normal;148.9075;481.0925;0;0;10;10;4;2.5;3;-3.281686;-0.441346;4.36512;3.281686;4.141346;6.685258;0;1.85;5.525189;0.6;0.4;MED7 R (R);0.3484;0.3829;6.1824;0.3484;-1.4671;5.6324;0.4065;5.0000;0602;0079;6;2;0.5556;0.1111;0.2785;1.2200;0.2621;339.2743;25.5730;8.3465;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;-0.0076;1.5743;0.0160;5.3457;1.7425;359.0416;0.0000;0.0000;0.0000;-0.4400;0.4131;-0.4902;0.0000;174.0035;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.3688;0.3892;5.9834;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0602;6;2;0.3484;0.3829;6.1824;0.3484;-1.4671;5.6324;1.2007;0.4037266;0.3538939;0.8436611;0.0203;0.0063;NULL;NULL;NULL;NULL;NULL
Fake Mole Expired;2021-11-10 14:30:10.8650;25352;7cb2a686b50aa833b979407dcb560f1a;steffen@98243646.dk;MoleEvent;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0.0000;182297.586222;181962.395585396;0020211110142741;False;False;None;0;0;False;None;-1;False;True;None;Playing;630;Normal;148.9075;481.0925;0;0;10;10;4;2.5;3;-3.281686;-0.441346;4.36512;3.281686;4.141346;6.685258;0;1.85;5.525189;0.6;0.4;MED7 R (R);0.3484;1.6320;6.5263;0.3484;-0.2180;5.9763;0.4005;5.0000;0605;0079;6;5;0.5556;0.4444;0.2785;1.2200;0.2621;339.2743;25.5730;8.3465;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;-0.0076;1.5743;0.0160;5.3457;1.7425;359.0416;0.0000;0.0000;0.0000;-0.4400;0.4131;-0.4902;0.0000;174.0035;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.3688;0.3892;5.9834;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0602;6;2;0.3484;0.3829;6.1824;0.3484;-1.4671;5.6324;5.0000;0.4037266;0.3538939;0.8436611;NULL;NULL;NULL;NULL;NULL;NULL;NULL
Mole Expired;2021-11-10 14:30:10.8680;25352;7cb2a686b50aa833b979407dcb560f1a;steffen@98243646.dk;MoleEvent;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0.0000;182297.589058;181962.395585396;0020211110142741;False;False;None;0;0;False;None;-1;False;True;None;Playing;630;Normal;148.9075;481.0925;0;0;10;10;4;2.5;3;-3.281686;-0.441346;4.36512;3.281686;4.141346;6.685258;0;1.85;5.525189;0.6;0.4;MED7 R (R);0.3484;0.3829;6.1824;0.3484;-1.4671;5.6324;0.4065;5.0000;0602;0079;6;2;0.5556;0.1111;0.2785;1.2200;0.2621;339.2743;25.5730;8.3465;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;-0.0076;1.5743;0.0160;5.3457;1.7425;359.0416;0.0000;0.0000;0.0000;-0.4400;0.4131;-0.4902;0.0000;174.0035;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.3688;0.3892;5.9834;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0602;6;2;0.3484;0.3829;6.1824;0.3484;-1.4671;5.6324;5.0000;0.4037266;0.3538939;0.8436611;NULL;NULL;NULL;NULL;NULL;NULL;NULL
Mole Spawned;2021-11-10 14:30:10.8710;25352;7cb2a686b50aa833b979407dcb560f1a;steffen@98243646.dk;MoleEvent;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0.0000;182297.591749;181962.395585396;0020211110142741;False;False;None;0;0;False;None;-1;False;True;None;Playing;630;Normal;148.9075;481.0925;0;0;10;10;4;2.5;3;-3.281686;-0.441346;4.36512;3.281686;4.141346;6.685258;0;1.85;5.525189;0.6;0.4;MED7 R (R);-2.2304;1.2003;5.7139;-2.2304;-0.6497;5.1639;0.3442;5.0000;0204;0080;2;4;0.1111;0.3333;0.2785;1.2200;0.2621;339.2743;25.5730;8.3465;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;-0.0076;1.5743;0.0160;5.3457;1.7425;359.0416;0.0000;0.0000;0.0000;-0.4400;0.4131;-0.4902;0.0000;174.0035;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.3688;0.3892;5.9834;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0602;6;2;0.3484;0.3829;6.1824;0.3484;-1.4671;5.6324;NULL;0.4037266;0.3538939;0.8436611;NULL;NULL;NULL;NULL;NULL;NULL;NULL
Fake Mole Spawned;2021-11-10 14:30:10.8739;25352;7cb2a686b50aa833b979407dcb560f1a;steffen@98243646.dk;MoleEvent;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0.0000;182297.594844;181962.395585396;0020211110142741;False;False;None;0;0;False;None;-1;False;True;None;Playing;630;Normal;148.9075;481.0925;0;0;10;10;4;2.5;3;-3.281686;-0.441346;4.36512;3.281686;4.141346;6.685258;0;1.85;5.525189;0.6;0.4;MED7 R (R);-2.6967;3.3171;4.9622;-2.6967;1.4671;4.4122;0.3927;5.0000;0109;0080;1;9;0.0000;0.8889;0.2785;1.2200;0.2621;339.2743;25.5730;8.3465;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;-0.0076;1.5743;0.0160;5.3457;1.7425;359.0416;0.0000;0.0000;0.0000;-0.4400;0.4131;-0.4902;0.0000;174.0035;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.3688;0.3892;5.9834;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0204;2;4;-2.2304;1.2003;5.7139;-2.2304;-0.6497;5.1639;NULL;0.4037266;0.3538939;0.8436611;NULL;NULL;NULL;NULL;NULL;NULL;NULL
Pointer Shoot;2021-11-10 14:30:11.8692;25410;7cb2a686b50aa833b979407dcb560f1a;steffen@98243646.dk;PointerEvent;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1.0109;182298.591256;181962.395585396;0020211110142741;False;False;None;0;0;False;None;-1;False;True;None;Playing;630;Normal;149.92;480.08;0;0;10;10;4;2.5;3;-3.281686;-0.441346;4.36512;3.281686;4.141346;6.685258;0;1.85;5.525189;0.6;0.4;MED7 R (R);NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;-0.4673121;0.4995954;0.7293997;NULL;NULL;NULL;NULL;NULL;NULL;NULL
Mole Hit;2021-11-10 14:30:11.8712;25410;7cb2a686b50aa833b979407dcb560f1a;steffen@98243646.dk;MoleEvent;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0.0000;182298.592658;181962.395585396;0020211110142741;False;False;None;0;0;False;None;-1;False;True;None;Playing;630;Normal;149.92;480.08;0;0;10;10;4;2.5;3;-3.281686;-0.441346;4.36512;3.281686;4.141346;6.685258;0;1.85;5.525189;0.6;0.4;MED7 R (R);-2.2304;1.2003;5.7139;-2.2304;-0.6497;5.1639;0.3455;5.0000;0204;0080;2;4;0.1111;0.3333;-0.0773;1.3105;0.2370;330.0268;327.3531;7.9766;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;-0.0212;1.5784;0.0090;2.7297;349.7492;357.9931;0.0000;0.0000;0.0000;-0.4400;0.4131;-0.4902;0.0000;174.0035;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;-2.1362;1.2035;5.5865;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0204;2;4;-2.2304;1.2003;5.7139;-2.2304;-0.6497;5.1639;1.0125;-0.4673121;0.4995954;0.7293997;0.0946;0.0033;NULL;NULL;NULL;NULL;NULL
Fake Mole Expired;2021-11-10 14:30:11.8752;25410;7cb2a686b50aa833b979407dcb560f1a;steffen@98243646.dk;MoleEvent;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0.0000;182298.59579;181962.395585396;0020211110142741;False;False;None;0;0;False;None;-1;False;True;None;Playing;630;Normal;149.92;480.08;0;0;10;10;4;2.5;3;-3.281686;-0.441346;4.36512;3.281686;4.141346;6.685258;0;1.85;5.525189;0.6;0.4;MED7 R (R);-2.6967;3.3171;4.9622;-2.6967;1.4671;4.4122;0.3927;5.0000;0109;0080;1;9;0.0000;0.8889;-0.0773;1.3105;0.2370;330.0268;327.3531;7.9766;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;-0.0212;1.5784;0.0090;2.7297;349.7492;357.9931;0.0000;0.0000;0.0000;-0.4400;0.4131;-0.4902;0.0000;174.0035;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;-2.1362;1.2035;5.5865;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0204;2;4;-2.2304;1.2003;5.7139;-2.2304;-0.6497;5.1639;5.0000;-0.4673121;0.4995954;0.7293997;NULL;NULL;NULL;NULL;NULL;NULL;NULL
Mole Expired;2021-11-10 14:30:11.8781;25410;7cb2a686b50aa833b979407dcb560f1a;steffen@98243646.dk;MoleEvent;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0.0000;182298.598656;181962.395585396;0020211110142741;False;False;None;0;0;False;None;-1;False;True;None;Playing;630;Normal;149.92;480.08;0;0;10;10;4;2.5;3;-3.281686;-0.441346;4.36512;3.281686;4.141346;6.685258;0;1.85;5.525189;0.6;0.4;MED7 R (R);-2.2304;1.2003;5.7139;-2.2304;-0.6497;5.1639;0.3455;5.0000;0204;0080;2;4;0.1111;0.3333;-0.0773;1.3105;0.2370;330.0268;327.3531;7.9766;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;-0.0212;1.5784;0.0090;2.7297;349.7492;357.9931;0.0000;0.0000;0.0000;-0.4400;0.4131;-0.4902;0.0000;174.0035;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;-2.1362;1.2035;5.5865;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0204;2;4;-2.2304;1.2003;5.7139;-2.2304;-0.6497;5.1639;5.0000;-0.4673121;0.4995954;0.7293997;NULL;NULL;NULL;NULL;NULL;NULL;NULL
Mole Spawned;2021-11-10 14:30:11.8811;25410;7cb2a686b50aa833b979407dcb560f1a;steffen@98243646.dk;MoleEvent;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0.0000;182298.601956;181962.395585396;0020211110142741;False;False;None;0;0;False;None;-1;False;True;None;Playing;630;Normal;149.92;480.08;0;0;10;10;4;2.5;3;-3.281686;-0.441346;4.36512;3.281686;4.141346;6.685258;0;1.85;5.525189;0.6;0.4;MED7 R (R);-0.3484;2.4997;6.4680;-0.3484;0.6497;5.9180;0.4011;5.0000;0507;0081;5;7;0.4444;0.6667;-0.0773;1.3105;0.2370;330.0268;327.3531;7.9766;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;-0.0212;1.5784;0.0090;2.7297;349.7492;357.9931;0.0000;0.0000;0.0000;-0.4400;0.4131;-0.4902;0.0000;174.0035;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;-2.1362;1.2035;5.5865;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0204;2;4;-2.2304;1.2003;5.7139;-2.2304;-0.6497;5.1639;NULL;-0.4673121;0.4995954;0.7293997;NULL;NULL;NULL;NULL;NULL;NULL;NULL
Fake Mole Spawned;2021-11-10 14:30:11.8841;25410;7cb2a686b50aa833b979407dcb560f1a;steffen@98243646.dk;MoleEvent;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0.0000;182298.604849;181962.395585396;0020211110142741;False;False;None;0;0;False;None;-1;False;True;None;Playing;630;Normal;149.92;480.08;0;0;10;10;4;2.5;3;-3.281686;-0.441346;4.36512;3.281686;4.141346;6.685258;0;1.85;5.525189;0.6;0.4;MED7 R (R);2.2304;3.3171;5.4283;2.2304;1.4671;4.8783;0.4201;5.0000;0909;0081;9;9;0.8889;0.8889;-0.0773;1.3105;0.2370;330.0268;327.3531;7.9766;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;-0.0212;1.5784;0.0090;2.7297;349.7492;357.9931;0.0000;0.0000;0.0000;-0.4400;0.4131;-0.4902;0.0000;174.0035;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;-2.1362;1.2035;5.5865;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0507;5;7;-0.3484;2.4997;6.4680;-0.3484;0.6497;5.9180;NULL;-0.4673121;0.4995954;0.7293997;NULL;NULL;NULL;NULL;NULL;NULL;NULL
Pointer Shoot;2021-11-10 14:30:12.7734;25460;7cb2a686b50aa833b979407dcb560f1a;steffen@98243646.dk;PointerEvent;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0.9045;182299.495112;181962.395585396;0020211110142741;False;False;None;0;0;False;None;-1;False;True;None;Playing;630;Normal;150.8252;479.1748;0;0;10;10;4;2.5;3;-3.281686;-0.441346;4.36512;3.281686;4.141346;6.685258;0;1.85;5.525189;0.6;0.4;MED7 R (R);NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0.1497526;0.7806986;0.6066992;NULL;NULL;NULL;NULL;NULL;NULL;NULL
Mole Hit;2021-11-10 14:30:12.7764;25460;7cb2a686b50aa833b979407dcb560f1a;steffen@98243646.dk;MoleEvent;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0.0000;182299.497025;181962.395585396;0020211110142741;False;False;None;0;0;False;None;-1;False;True;None;Playing;630;Normal;150.8252;479.1748;0;0;10;10;4;2.5;3;-3.281686;-0.441346;4.36512;3.281686;4.141346;6.685258;0;1.85;5.525189;0.6;0.4;MED7 R (R);-0.3484;2.4997;6.4680;-0.3484;0.6497;5.9180;0.3799;5.0000;0507;0081;5;7;0.4444;0.6667;0.1900;1.4404;0.2814;308.6754;13.8653;1.5944;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;-0.0052;1.5843;0.0106;358.8502;1.2536;358.5246;0.0000;0.0000;0.0000;-0.4400;0.4131;-0.4902;0.0000;174.0035;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;-0.3074;2.3649;6.2973;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0507;5;7;-0.3484;2.4997;6.4680;-0.3484;0.6497;5.9180;0.9052;0.1497526;0.7806986;0.6066992;0.0411;-0.1348;NULL;NULL;NULL;NULL;NULL
Fake Mole Expired;2021-11-10 14:30:12.7794;25460;7cb2a686b50aa833b979407dcb560f1a;steffen@98243646.dk;MoleEvent;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0.0000;182299.500867;181962.395585396;0020211110142741;False;False;None;0;0;False;None;-1;False;True;None;Playing;630;Normal;150.8252;479.1748;0;0;10;10;4;2.5;3;-3.281686;-0.441346;4.36512;3.281686;4.141346;6.685258;0;1.85;5.525189;0.6;0.4;MED7 R (R);2.2304;3.3171;5.4283;2.2304;1.4671;4.8783;0.4201;5.0000;0909;0081;9;9;0.8889;0.8889;0.1900;1.4404;0.2814;308.6754;13.8653;1.5944;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;-0.0052;1.5843;0.0106;358.8502;1.2536;358.5246;0.0000;0.0000;0.0000;-0.4400;0.4131;-0.4902;0.0000;174.0035;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;-0.3074;2.3649;6.2973;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0507;5;7;-0.3484;2.4997;6.4680;-0.3484;0.6497;5.9180;5.0000;0.1497526;0.7806986;0.6066992;NULL;NULL;NULL;NULL;NULL;NULL;NULL
Mole Expired;2021-11-10 14:30:12.7823;25460;7cb2a686b50aa833b979407dcb560f1a;steffen@98243646.dk;MoleEvent;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0.0000;182299.503377;181962.395585396;0020211110142741;False;False;None;0;0;False;None;-1;False;True;None;Playing;630;Normal;150.8252;479.1748;0;0;10;10;4;2.5;3;-3.281686;-0.441346;4.36512;3.281686;4.141346;6.685258;0;1.85;5.525189;0.6;0.4;MED7 R (R);-0.3484;2.4997;6.4680;-0.3484;0.6497;5.9180;0.3799;5.0000;0507;0081;5;7;0.4444;0.6667;0.1900;1.4404;0.2814;308.6754;13.8653;1.5944;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;-0.0052;1.5843;0.0106;358.8502;1.2536;358.5246;0.0000;0.0000;0.0000;-0.4400;0.4131;-0.4902;0.0000;174.0035;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;-0.3074;2.3649;6.2973;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0507;5;7;-0.3484;2.4997;6.4680;-0.3484;0.6497;5.9180;5.0000;0.1497526;0.7806986;0.6066992;NULL;NULL;NULL;NULL;NULL;NULL;NULL
Mole Spawned;2021-11-10 14:30:12.7853;25460;7cb2a686b50aa833b979407dcb560f1a;steffen@98243646.dk;MoleEvent;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0.0000;182299.506803;181962.395585396;0020211110142741;False;False;None;0;0;False;None;-1;False;True;None;Playing;630;Normal;150.8252;479.1748;0;0;10;10;4;2.5;3;-3.281686;-0.441346;4.36512;3.281686;4.141346;6.685258;0;1.85;5.525189;0.6;0.4;MED7 R (R);-2.2304;2.0680;5.7721;-2.2304;0.2180;5.2221;0.3105;5.0000;0206;0082;2;6;0.1111;0.5556;0.1900;1.4404;0.2814;308.6754;13.8653;1.5944;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;-0.0052;1.5843;0.0106;358.8502;1.2536;358.5246;0.0000;0.0000;0.0000;-0.4400;0.4131;-0.4902;0.0000;174.0035;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;-0.3074;2.3649;6.2973;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0507;5;7;-0.3484;2.4997;6.4680;-0.3484;0.6497;5.9180;NULL;0.1497526;0.7806986;0.6066992;NULL;NULL;NULL;NULL;NULL;NULL;NULL
Fake Mole Spawned;2021-11-10 14:30:12.7883;25460;7cb2a686b50aa833b979407dcb560f1a;steffen@98243646.dk;MoleEvent;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0.0000;182299.509433;181962.395585396;0020211110142741;False;False;None;0;0;False;None;-1;False;True;None;Playing;630;Normal;150.8252;479.1748;0;0;10;10;4;2.5;3;-3.281686;-0.441346;4.36512;3.281686;4.141346;6.685258;0;1.85;5.525189;0.6;0.4;MED7 R (R);-1.6667;2.4997;6.0825;-1.6667;0.6497;5.5325;0.3906;5.0000;0307;0082;3;7;0.2222;0.6667;0.1900;1.4404;0.2814;308.6754;13.8653;1.5944;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;-0.0052;1.5843;0.0106;358.8502;1.2536;358.5246;0.0000;0.0000;0.0000;-0.4400;0.4131;-0.4902;0.0000;174.0035;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;-0.3074;2.3649;6.2973;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0206;2;6;-2.2304;2.0680;5.7721;-2.2304;0.2180;5.2221;NULL;0.1497526;0.7806986;0.6066992;NULL;NULL;NULL;NULL;NULL;NULL;NULL
