Event,Timestamp,Framecount,SessionID,Email,EventType,MotorSpaceWidth,MotorSpaceHeight,MotorSpaceMultiplier,MotorSpaceCenterPositionX,MotorSpaceCenterPositionY,MotorSpaceCenterPositionZ,MotorSpaceGainX,MotorSpaceGainY,MotorSpaceName,TimeSinceLastEvent,PupilTime,UnityToPupilTimeOffset,GameId,RightControllerMain,MirrorEffect,EyePatch,ControllerOffset,PrismOffset,DualTask,HideWall,HideWallAmount,GeometricMirror,ControllerSmoothed,ControllerAimAssistState,GameState,GameDuration,GameSpeed,GameTimeSpent,GameTimeLeft,ParticipantId,TestId,WallRowCount,WallColumnCount,WallSizeX,WallSizeY,WallSizeZ,WallBoundsXMin,WallBoundsYMin,WallBoundsZMin,WallBoundsXMax,WallBoundsYMax,WallBoundsZMax,WallCenterX,WallCenterY,WallCenterZ,WallCurveRatioX,WallCurveRatioY,LastShotControllerRawPointingDirectionX,LastShotControllerRawPointingDirectionY,LastShotControllerRawPointingDirectionZ,HitPositionWorldX,HitPositionWorldY,HitPositionWorldZ,ClosestActiveMoleDistanceX,ClosestActiveMoleDistanceY,RightControllerPosWorldX,RightControllerPosWorldY,RightControllerPosWorldZ,RightControllerRotEulerX,RightControllerRotEulerY,RightControllerRotEulerZ,RightControllerPosTravelX,RightControllerPosTravelY,RightControllerPosTravelZ,RightControllerRotTravelX,RightControllerRotTravelY,RightControllerRotTravelZ,HeadCameraPosWorldX,HeadCameraPosWorldY,HeadCameraPosWorldZ,HeadCameraRotEulerX,HeadCameraRotEulerY,HeadCameraRotEulerZ,HeadCameraRotTravelX,HeadCameraRotTravelY,HeadCameraRotTravelZ,LeftControllerPosWorldX,LeftControllerPosWorldY,LeftControllerPosWorldZ,LeftControllerRotEulerX,LeftControllerRotEulerY,LeftControllerRotEulerZ,LeftControllerPosTravelX,LeftControllerPosTravelY,LeftControllerPosTravelZ,LeftControllerRotTravelX,LeftControllerRotTravelY,LeftControllerRotTravelZ,RightControllerLaserPosWorldX,RightControllerLaserPosWorldY,RightControllerLaserPosWorldZ,RightControllerLaserRotEulerX,RightControllerLaserRotEulerY,RightControllerLaserRotEulerZ,RightControllerLaserPosTravelX,RightControllerLaserPosTravelY,RightControllerLaserPosTravelZ,PlayedPattern,MolePositionWorldX,MolePositionWorldY,MolePositionWorldZ,MolePositionLocalX,MolePositionLocalY,MolePositionLocalZ,MoleSize,MoleLifeTime,MoleId,MoleSpawnOrder,MoleIndexX,MoleIndexY,MoleNormalizedIndexX,MoleNormalizedIndexY,CurrentMoleToHitId,CurrentMoleToHitIndexX,CurrentMoleToHitIndexY,CurrentMoleToHitPositionWorldX,CurrentMoleToHitPositionWorldY,CurrentMoleToHitPositionWorldZ,CurrentMoleToHitPositionLocalX,CurrentMoleToHitPositionLocalY,CurrentMoleToHitPositionLocalZ,MoleActivatedDuration,MoleSurfaceHitLocationX,MoleSurfaceHitLocationY
Fake Mole Spawned,2021-12-08 15:55:53.9934,44678,8a26a1e0293002b2e41ed9ac455afa5d,steffen@98243646.dk,MoleEvent,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.0000,438357.849637,437732.116309497,0020211208155247,False,False,None,0,0,False,None,-1,False,True,None,Playing,630,Normal,186.49,443.51,0,0,10,10,4,2.5,3,-3.281686,-0.441346,4.36512,3.281686,4.141346,6.685258,0,1.85,5.525189,0.6,0.4,0.1426584,0.9876936,-0.06410881,NULL,NULL,NULL,NULL,NULL,0.1861,1.4490,0.3445,278.9981,114.1985,273.6363,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0235,1.5379,-0.0555,351.7026,0.6305,358.5557,0.0000,0.0000,0.0000,0.1072,0.3776,-0.7519,0.0000,53.6434,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.3380,2.4522,6.2780,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,MED7 R (R),-1.6667,2.4997,6.0825,-1.6667,0.6497,5.5325,0.3906,5.0000,0307,0082,3,7,0.2222,0.6667,0206,2,6,-2.2304,2.0680,5.7721,-2.2304,0.2180,5.2221,NULL,NULL,NULL
Pointer Shoot,2021-12-08 15:55:55.2450,44723,8a26a1e0293002b2e41ed9ac455afa5d,steffen@98243646.dk,PointerEvent,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1.2661,438359.101838,437732.116309497,0020211208155247,False,False,None,0,0,False,None,-1,False,True,None,Playing,630,Normal,187.7563,442.2437,0,0,10,10,4,2.5,3,-3.281686,-0.441346,4.36512,3.281686,4.141346,6.685258,0,1.85,5.525189,0.6,0.4,-0.1424273,0.9879128,-0.06117969,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,MED7 R (R),NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Mole Hit,2021-12-08 15:55:55.2480,44723,8a26a1e0293002b2e41ed9ac455afa5d,steffen@98243646.dk,MoleEvent,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.0000,438359.104269,437732.116309497,0020211208155247,False,False,None,0,0,False,None,-1,False,True,None,Playing,630,Normal,187.7563,442.2437,0,0,10,10,4,2.5,3,-3.281686,-0.441346,4.36512,3.281686,4.141346,6.685258,0,1.85,5.525189,0.6,0.4,-0.1424273,0.9879128,-0.06117969,NULL,NULL,NULL,NULL,NULL,-0.0849,1.4040,0.3130,278.9174,246.7541,110.2928,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0360,1.5360,-0.0517,351.8260,352.5150,359.4446,0.0000,0.0000,0.0000,0.1072,0.3776,-0.7519,0.0000,53.6434,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-2.1967,1.9655,5.6059,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,MED7 R (R),-2.2304,2.0680,5.7721,-2.2304,0.2180,5.2221,0.3329,5.0000,0206,0082,2,6,0.1111,0.5556,0206,2,6,-2.2304,2.0680,5.7721,-2.2304,0.2180,5.2221,1.2662,0.0339,-0.1024
Fake Mole Expired,2021-12-08 15:55:55.2520,44723,8a26a1e0293002b2e41ed9ac455afa5d,steffen@98243646.dk,MoleEvent,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.0000,438359.108325,437732.116309497,0020211208155247,False,False,None,0,0,False,None,-1,False,True,None,Playing,630,Normal,187.7563,442.2437,0,0,10,10,4,2.5,3,-3.281686,-0.441346,4.36512,3.281686,4.141346,6.685258,0,1.85,5.525189,0.6,0.4,-0.1424273,0.9879128,-0.06117969,NULL,NULL,NULL,NULL,NULL,-0.0849,1.4040,0.3130,278.9174,246.7541,110.2928,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0360,1.5360,-0.0517,351.8260,352.5150,359.4446,0.0000,0.0000,0.0000,0.1072,0.3776,-0.7519,0.0000,53.6434,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-2.1967,1.9655,5.6059,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,MED7 R (R),-1.6667,2.4997,6.0825,-1.6667,0.6497,5.5325,0.3906,5.0000,0307,0082,3,7,0.2222,0.6667,0206,2,6,-2.2304,2.0680,5.7721,-2.2304,0.2180,5.2221,5.0000,NULL,NULL
Mole Expired,2021-12-08 15:55:55.2559,44723,8a26a1e0293002b2e41ed9ac455afa5d,steffen@98243646.dk,MoleEvent,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.0000,438359.112022,437732.116309497,0020211208155247,False,False,None,0,0,False,None,-1,False,True,None,Playing,630,Normal,187.7563,442.2437,0,0,10,10,4,2.5,3,-3.281686,-0.441346,4.36512,3.281686,4.141346,6.685258,0,1.85,5.525189,0.6,0.4,-0.1424273,0.9879128,-0.06117969,NULL,NULL,NULL,NULL,NULL,-0.0849,1.4040,0.3130,278.9174,246.7541,110.2928,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0360,1.5360,-0.0517,351.8260,352.5150,359.4446,0.0000,0.0000,0.0000,0.1072,0.3776,-0.7519,0.0000,53.6434,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-2.1967,1.9655,5.6059,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,MED7 R (R),-2.2304,2.0680,5.7721,-2.2304,0.2180,5.2221,0.3329,5.0000,0206,0082,2,6,0.1111,0.5556,0206,2,6,-2.2304,2.0680,5.7721,-2.2304,0.2180,5.2221,5.0000,NULL,NULL
Mole Spawned,2021-12-08 15:55:55.2579,44723,8a26a1e0293002b2e41ed9ac455afa5d,steffen@98243646.dk,MoleEvent,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.0000,438359.114826,437732.116309497,0020211208155247,False,False,None,0,0,False,None,-1,False,True,None,Playing,630,Normal,187.7563,442.2437,0,0,10,10,4,2.5,3,-3.281686,-0.441346,4.36512,3.281686,4.141346,6.685258,0,1.85,5.525189,0.6,0.4,-0.1424273,0.9879128,-0.06117969,NULL,NULL,NULL,NULL,NULL,-0.0849,1.4040,0.3130,278.9174,246.7541,110.2928,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0360,1.5360,-0.0517,351.8260,352.5150,359.4446,0.0000,0.0000,0.0000,0.1072,0.3776,-0.7519,0.0000,53.6434,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-2.1967,1.9655,5.6059,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,MED7 R (R),-1.6667,0.7812,5.9672,-1.6667,-1.0688,5.4172,0.4122,5.0000,0303,0083,3,3,0.2222,0.2222,0206,2,6,-2.2304,2.0680,5.7721,-2.2304,0.2180,5.2221,NULL,NULL,NULL
Fake Mole Spawned,2021-12-08 15:55:55.2618,44723,8a26a1e0293002b2e41ed9ac455afa5d,steffen@98243646.dk,MoleEvent,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.0000,438359.11738,437732.116309497,0020211208155247,False,False,None,0,0,False,None,-1,False,True,None,Playing,630,Normal,187.7563,442.2437,0,0,10,10,4,2.5,3,-3.281686,-0.441346,4.36512,3.281686,4.141346,6.685258,0,1.85,5.525189,0.6,0.4,-0.1424273,0.9879128,-0.06117969,NULL,NULL,NULL,NULL,NULL,-0.0849,1.4040,0.3130,278.9174,246.7541,110.2928,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0360,1.5360,-0.0517,351.8260,352.5150,359.4446,0.0000,0.0000,0.0000,0.1072,0.3776,-0.7519,0.0000,53.6434,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-2.1967,1.9655,5.6059,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,MED7 R (R),0.3484,1.2003,6.4680,0.3484,-0.6497,5.9180,0.4051,5.0000,0604,0083,6,4,0.5556,0.3333,0303,3,3,-1.6667,0.7812,5.9672,-1.6667,-1.0688,5.4172,NULL,NULL,NULL
Pointer Shoot,2021-12-08 15:55:56.7251,44774,8a26a1e0293002b2e41ed9ac455afa5d,steffen@98243646.dk,PointerEvent,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1.4809,438360.582272,437732.116309497,0020211208155247,False,False,None,0,0,False,None,-1,False,True,None,Playing,630,Normal,189.2387,440.7613,0,0,10,10,4,2.5,3,-3.281686,-0.441346,4.36512,3.281686,4.141346,6.685258,0,1.85,5.525189,0.6,0.4,-0.1770918,0.9434238,0.2803393,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,MED7 R (R),NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Mole Hit,2021-12-08 15:55:56.7281,44774,8a26a1e0293002b2e41ed9ac455afa5d,steffen@98243646.dk,MoleEvent,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.0000,438360.584268,437732.116309497,0020211208155247,False,False,None,0,0,False,None,-1,False,True,None,Playing,630,Normal,189.2387,440.7613,0,0,10,10,4,2.5,3,-3.281686,-0.441346,4.36512,3.281686,4.141346,6.685258,0,1.85,5.525189,0.6,0.4,-0.1770918,0.9434238,0.2803393,NULL,NULL,NULL,NULL,NULL,0.0021,1.2522,0.3002,289.3653,327.7192,37.3290,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0293,1.5272,-0.0445,359.2149,354.1027,358.4109,0.0000,0.0000,0.0000,0.1072,0.3776,-0.7519,0.0000,53.6434,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-1.6319,0.7050,5.7573,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,MED7 R (R),-1.6667,0.7812,5.9672,-1.6667,-1.0688,5.4172,0.4122,5.0000,0303,0083,3,3,0.2222,0.2222,0303,3,3,-1.6667,0.7812,5.9672,-1.6667,-1.0688,5.4172,1.4824,0.0348,-0.0762
Fake Mole Expired,2021-12-08 15:55:56.7310,44774,8a26a1e0293002b2e41ed9ac455afa5d,steffen@98243646.dk,MoleEvent,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.0000,438360.587892,437732.116309497,0020211208155247,False,False,None,0,0,False,None,-1,False,True,None,Playing,630,Normal,189.2387,440.7613,0,0,10,10,4,2.5,3,-3.281686,-0.441346,4.36512,3.281686,4.141346,6.685258,0,1.85,5.525189,0.6,0.4,-0.1770918,0.9434238,0.2803393,NULL,NULL,NULL,NULL,NULL,0.0021,1.2522,0.3002,289.3653,327.7192,37.3290,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0293,1.5272,-0.0445,359.2149,354.1027,358.4109,0.0000,0.0000,0.0000,0.1072,0.3776,-0.7519,0.0000,53.6434,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-1.6319,0.7050,5.7573,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,MED7 R (R),0.3484,1.2003,6.4680,0.3484,-0.6497,5.9180,0.4051,5.0000,0604,0083,6,4,0.5556,0.3333,0303,3,3,-1.6667,0.7812,5.9672,-1.6667,-1.0688,5.4172,5.0000,NULL,NULL
Mole Expired,2021-12-08 15:55:56.7340,44774,8a26a1e0293002b2e41ed9ac455afa5d,steffen@98243646.dk,MoleEvent,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.0000,438360.590361,437732.116309497,0020211208155247,False,False,None,0,0,False,None,-1,False,True,None,Playing,630,Normal,189.2387,440.7613,0,0,10,10,4,2.5,3,-3.281686,-0.441346,4.36512,3.281686,4.141346,6.685258,0,1.85,5.525189,0.6,0.4,-0.1770918,0.9434238,0.2803393,NULL,NULL,NULL,NULL,NULL,0.0021,1.2522,0.3002,289.3653,327.7192,37.3290,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0293,1.5272,-0.0445,359.2149,354.1027,358.4109,0.0000,0.0000,0.0000,0.1072,0.3776,-0.7519,0.0000,53.6434,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-1.6319,0.7050,5.7573,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,MED7 R (R),-1.6667,0.7812,5.9672,-1.6667,-1.0688,5.4172,0.4122,5.0000,0303,0083,3,3,0.2222,0.2222,0303,3,3,-1.6667,0.7812,5.9672,-1.6667,-1.0688,5.4172,5.0000,NULL,NULL
Mole Spawned,2021-12-08 15:55:56.7370,44774,8a26a1e0293002b2e41ed9ac455afa5d,steffen@98243646.dk,MoleEvent,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.0000,438360.593628,437732.116309497,0020211208155247,False,False,None,0,0,False,None,-1,False,True,None,Playing,630,Normal,189.2387,440.7613,0,0,10,10,4,2.5,3,-3.281686,-0.441346,4.36512,3.281686,4.141346,6.685258,0,1.85,5.525189,0.6,0.4,-0.1770918,0.9434238,0.2803393,NULL,NULL,NULL,NULL,NULL,0.0021,1.2522,0.3002,289.3653,327.7192,37.3290,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0293,1.5272,-0.0445,359.2149,354.1027,358.4109,0.0000,0.0000,0.0000,0.1072,0.3776,-0.7519,0.0000,53.6434,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-1.6319,0.7050,5.7573,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,MED7 R (R),-2.6967,2.4997,5.2478,-2.6967,0.6497,4.6978,0.3224,5.0000,0107,0084,1,7,0.0000,0.6667,0303,3,3,-1.6667,0.7812,5.9672,-1.6667,-1.0688,5.4172,NULL,NULL,NULL
Fake Mole Spawned,2021-12-08 15:55:56.7399,44774,8a26a1e0293002b2e41ed9ac455afa5d,steffen@98243646.dk,MoleEvent,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.0000,438360.59627,437732.116309497,0020211208155247,False,False,None,0,0,False,None,-1,False,True,None,Playing,630,Normal,189.2387,440.7613,0,0,10,10,4,2.5,3,-3.281686,-0.441346,4.36512,3.281686,4.141346,6.685258,0,1.85,5.525189,0.6,0.4,-0.1770918,0.9434238,0.2803393,NULL,NULL,NULL,NULL,NULL,0.0021,1.2522,0.3002,289.3653,327.7192,37.3290,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0293,1.5272,-0.0445,359.2149,354.1027,358.4109,0.0000,0.0000,0.0000,0.1072,0.3776,-0.7519,0.0000,53.6434,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-1.6319,0.7050,5.7573,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,MED7 R (R),0.3484,1.6320,6.5263,0.3484,-0.2180,5.9763,0.4005,5.0000,0605,0084,6,5,0.5556,0.4444,0107,1,7,-2.6967,2.4997,5.2478,-2.6967,0.6497,4.6978,NULL,NULL,NULL
Pointer Shoot,2021-12-08 15:55:58.6762,44848,8a26a1e0293002b2e41ed9ac455afa5d,steffen@98243646.dk,PointerEvent,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1.9515,438362.533815,437732.116309497,0020211208155247,False,False,None,0,0,False,None,-1,False,True,None,Playing,630,Normal,191.1911,438.8089,0,0,10,10,4,2.5,3,-3.281686,-0.441346,4.36512,3.281686,4.141346,6.685258,0,1.85,5.525189,0.6,0.4,-0.09110854,0.9376093,-0.3355422,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,MED7 R (R),NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Mole Hit,2021-12-08 15:55:58.6792,44848,8a26a1e0293002b2e41ed9ac455afa5d,steffen@98243646.dk,MoleEvent,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.0000,438362.535373,437732.116309497,0020211208155247,False,False,None,0,0,False,None,-1,False,True,None,Playing,630,Normal,191.1911,438.8089,0,0,10,10,4,2.5,3,-3.281686,-0.441346,4.36512,3.281686,4.141346,6.685258,0,1.85,5.525189,0.6,0.4,-0.09110854,0.9376093,-0.3355422,NULL,NULL,NULL,NULL,NULL,-0.1721,1.4703,0.2286,290.3462,195.1911,148.8247,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0437,1.5368,-0.0570,351.1491,347.1699,0.3387,0.0000,0.0000,0.0000,0.1072,0.3776,-0.7519,0.0000,53.6434,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-2.6055,2.4296,5.1688,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,MED7 R (R),-2.6967,2.4997,5.2478,-2.6967,0.6497,4.6978,0.3223,5.0000,0107,0084,1,7,0.0000,0.6667,0107,1,7,-2.6967,2.4997,5.2478,-2.6967,0.6497,4.6978,1.9524,0.0921,-0.0701
Fake Mole Expired,2021-12-08 15:55:58.6822,44848,8a26a1e0293002b2e41ed9ac455afa5d,steffen@98243646.dk,MoleEvent,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.0000,438362.538431,437732.116309497,0020211208155247,False,False,None,0,0,False,None,-1,False,True,None,Playing,630,Normal,191.1911,438.8089,0,0,10,10,4,2.5,3,-3.281686,-0.441346,4.36512,3.281686,4.141346,6.685258,0,1.85,5.525189,0.6,0.4,-0.09110854,0.9376093,-0.3355422,NULL,NULL,NULL,NULL,NULL,-0.1721,1.4703,0.2286,290.3462,195.1911,148.8247,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0437,1.5368,-0.0570,351.1491,347.1699,0.3387,0.0000,0.0000,0.0000,0.1072,0.3776,-0.7519,0.0000,53.6434,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-2.6055,2.4296,5.1688,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,MED7 R (R),0.3484,1.6320,6.5263,0.3484,-0.2180,5.9763,0.4005,5.0000,0605,0084,6,5,0.5556,0.4444,0107,1,7,-2.6967,2.4997,5.2478,-2.6967,0.6497,4.6978,5.0000,NULL,NULL
Mole Expired,2021-12-08 15:55:58.6851,44848,8a26a1e0293002b2e41ed9ac455afa5d,steffen@98243646.dk,MoleEvent,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.0000,438362.54134,437732.116309497,0020211208155247,False,False,None,0,0,False,None,-1,False,True,None,Playing,630,Normal,191.1911,438.8089,0,0,10,10,4,2.5,3,-3.281686,-0.441346,4.36512,3.281686,4.141346,6.685258,0,1.85,5.525189,0.6,0.4,-0.09110854,0.9376093,-0.3355422,NULL,NULL,NULL,NULL,NULL,-0.1721,1.4703,0.2286,290.3462,195.1911,148.8247,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0437,1.5368,-0.0570,351.1491,347.1699,0.3387,0.0000,0.0000,0.0000,0.1072,0.3776,-0.7519,0.0000,53.6434,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-2.6055,2.4296,5.1688,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,MED7 R (R),-2.6967,2.4997,5.2478,-2.6967,0.6497,4.6978,0.3223,5.0000,0107,0084,1,7,0.0000,0.6667,0107,1,7,-2.6967,2.4997,5.2478,-2.6967,0.6497,4.6978,5.0000,NULL,NULL
Mole Spawned,2021-12-08 15:55:58.6871,44848,8a26a1e0293002b2e41ed9ac455afa5d,steffen@98243646.dk,MoleEvent,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.0000,438362.543742,437732.116309497,0020211208155247,False,False,None,0,0,False,None,-1,False,True,None,Playing,630,Normal,191.1911,438.8089,0,0,10,10,4,2.5,3,-3.281686,-0.441346,4.36512,3.281686,4.141346,6.685258,0,1.85,5.525189,0.6,0.4,-0.09110854,0.9376093,-0.3355422,NULL,NULL,NULL,NULL,NULL,-0.1721,1.4703,0.2286,290.3462,195.1911,148.8247,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0437,1.5368,-0.0570,351.1491,347.1699,0.3387,0.0000,0.0000,0.0000,0.1072,0.3776,-0.7519,0.0000,53.6434,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-2.6055,2.4296,5.1688,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,MED7 R (R),-0.3484,0.0132,5.9606,-0.3484,-1.8368,5.4106,0.4179,5.0000,0501,0085,5,1,0.4444,0.0000,0107,1,7,-2.6967,2.4997,5.2478,-2.6967,0.6497,4.6978,NULL,NULL,NULL
Fake Mole Spawned,2021-12-08 15:55:58.6901,44848,8a26a1e0293002b2e41ed9ac455afa5d,steffen@98243646.dk,MoleEvent,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.0000,438362.5461,437732.116309497,0020211208155247,False,False,None,0,0,False,None,-1,False,True,None,Playing,630,Normal,191.1911,438.8089,0,0,10,10,4,2.5,3,-3.281686,-0.441346,4.36512,3.281686,4.141346,6.685258,0,1.85,5.525189,0.6,0.4,-0.09110854,0.9376093,-0.3355422,NULL,NULL,NULL,NULL,NULL,-0.1721,1.4703,0.2286,290.3462,195.1911,148.8247,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0437,1.5368,-0.0570,351.1491,347.1699,0.3387,0.0000,0.0000,0.0000,0.1072,0.3776,-0.7519,0.0000,53.6434,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-2.6055,2.4296,5.1688,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,MED7 R (R),-1.0301,0.3829,6.0520,-1.0301,-1.4671,5.5020,0.4309,5.0000,0402,0085,4,2,0.3333,0.1111,0501,5,1,-0.3484,0.0132,5.9606,-0.3484,-1.8368,5.4106,NULL,NULL,NULL
Pointer Shoot,2021-12-08 15:56:00.8818,44924,8a26a1e0293002b2e41ed9ac455afa5d,steffen@98243646.dk,PointerEvent,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2.2056,438364.7394,437732.116309497,0020211208155247,False,False,None,0,0,False,None,-1,False,True,None,Playing,630,Normal,193.3947,436.6053,0,0,10,10,4,2.5,3,-3.281686,-0.441346,4.36512,3.281686,4.141346,6.685258,0,1.85,5.525189,0.6,0.4,0.05187987,0.8729624,0.4850209,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,MED7 R (R),NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
